Новый Chevrolet Cobalt II Рестайлинг 1.5  Elegant AT,$ 16 800,https://im.mashina.kg/tachka/images//8/c/4/8c4233d1c3703e0fc47aaa243eceb651_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                            Седан\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 1.5 л.', 'Коробка передач': 'Автомат', 'Привод': 'Передний', 'Расход топлива, л.': '\n                                                                                                    10.4 город /                                                                                                     5.9 трасса /                                                                                                     7.6 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '12.6'}"
Новый Lexus GX II Рестайлинг 2 460 4.6,13 454 300 сом,https://im.mashina.kg/tachka/images//b/e/d/bed414d3d05446905b6a200c21b115e2_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Серебристый', 'Двигатель': 'Бензин, 4.6 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный', 'Расход топлива, л.': '\n                                                                                                    17.7 город /                                                                                                     9.9 трасса /                                                                                                     12.8 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '8,3'}"
Новый Nexia I 1.5  Elegant AT,$ 15 600,https://im.mashina.kg/tachka/images//5/9/e/59e690eb2d22c7a0a4eba7cf9cdfa11a_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                            Седан\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 1.5 л.', 'Коробка передач': 'Автомат', 'Привод': 'Передний', 'Расход топлива, л.': '\n                                                                                                    9.3 город /                                                                                                     7 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '12.3'}"
Новый Kia Seltos I 2.0,$ 42 000,https://im.mashina.kg/tachka/images//5/3/2/5320ecfb906d4636031b2801a85c336b_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 2 л.', 'Коробка передач': 'Вариатор', 'Привод': 'Полный', 'Расход топлива, л.': '\n                                                                                                    9.1 город /                                                                                                     6.3 трасса /                                                                                                     7.3 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '10.4'}"
Новый Kia Mohave (Borrego) 8-speed 3.0,$ 95 000,https://im.mashina.kg/tachka/images//5/9/0/59026328a82cfbc8eade529d23b7adcd_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Черный', 'Двигатель': 'Дизель, 3 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный', 'Расход топлива, л.': '\n                                                                                                    13.8 город /                                                                                                     8.2 трасса /                                                                                                     10.2 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '9,6'}"
Новый Kia Stinger I Рестайлинг 2.0  GT Line,$ 64 000,https://im.mashina.kg/tachka/images//5/3/2/5320ecfb906d4636031b2801a85c336b_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Лифтбек\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ', 'Цвет': 'Серый', 'Двигатель': 'Бензин, 2 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный', 'Расход топлива, л.': '\n                                                                                                    12.7 город /                                                                                                     7.2 трасса /                                                                                                     9.2 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '8.5'}"
Новый Kia Carnival IV 3.5,$ 67 000,https://im.mashina.kg/tachka/images//5/3/2/5320ecfb906d4636031b2801a85c336b_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Минивэн\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 3.5 л.', 'Коробка передач': 'Автомат', 'Привод': 'Передний', 'Расход топлива, л.': '\n                                                                                                    12.8 город /                                                                                                     9.3 трасса /                                                                                                     11.2 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '8'}"
Новый Kia Sorento IV 3.5  Premium,$ 64 000,https://im.mashina.kg/tachka/images//5/3/2/5320ecfb906d4636031b2801a85c336b_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 3.5 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный', 'Расход топлива, л.': '\n                                                                                                    13.9 город /                                                                                                     7.8 трасса /                                                                                                     10 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '8'}"
Новый Kia Carnival IV 3.5,$ 75 000,https://im.mashina.kg/tachka/images//5/3/2/5320ecfb906d4636031b2801a85c336b_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Минивэн\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 3.5 л.', 'Коробка передач': 'Автомат', 'Привод': 'Передний', 'Расход топлива, л.': '\n                                                                                                    12.8 город /                                                                                                     9.3 трасса /                                                                                                     11.2 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '8'}"
Новый Kia Sportage V 2.5,$ 46 000,https://im.mashina.kg/tachka/images//5/3/2/5320ecfb906d4636031b2801a85c336b_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Бордовый', 'Двигатель': 'Бензин, 2.5 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный'}"
Новый Toyota Highlander IV (U70) 3.5  Престиж,$ 65 600,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 3.5 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный'}"
Новый Toyota Corolla XII (E210) 1.6  Престиж,2 815 260 сом,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                            Седан\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ', 'Цвет': 'Черный', 'Двигатель': 'Бензин, 1.6 л.', 'Коробка передач': 'Вариатор', 'Привод': 'Передний', 'Разгон до 100 км/ч, с': '10.8'}"
Новый Lexus ES VII Рестайлинг 350 3.5,7 229 300 сом,https://im.mashina.kg/tachka/images//7/3/4/734b4aefcd3848d0dc81ed7f187e09dc_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                            Седан\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 3.5 л.', 'Коробка передач': 'Автомат', 'Привод': 'Передний', 'Расход топлива, л.': '\n                                                                                                    12.6 город /                                                                                                     6.6 трасса /                                                                                                     8.8 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '7.9'}"
Новый Toyota Hilux VIII 2.7  Элеганс LQ,$ 55 270,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Пикап\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 2.7 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный', 'Расход топлива, л.': '\n                                                                                                    10.4 смешанный                                                                                            '}"
Новый Toyota Land Cruiser 300 Series 3.5  Премиум,$ 155 000,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 3.4 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный', 'Разгон до 100 км/ч, с': '6.8'}"
